Candidate URL,Name,Total Assets in LokSabha 2023,Total Assets in LokSabha 2019,Asset Increase,Increase in Asset,Date
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=1836&id2=11223,Ganesh Singh (BJP),"9,46,81,1289 Crore+","4,17,19,0764 Crore+","5,29,62,0525 Crore+",127%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=8146&id2=12535,Harish Chandra Alias Harish Dwivedi (BJP),"6,13,60,4626 Crore+","86,62,34486 Lacs+","5,26,98,1185 Crore+",608%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=3492&id2=7886,Dharmendra Kashyap (BJP),"7,32,99,7527 Crore+","2,17,66,5022 Crore+","5,15,33,2505 Crore+",237%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=1806&id2=5510,Satish Kumar Gautam (BJP),"16,06,24,12516 Crore+","10,95,22,55910 Crore+","5,11,01,5665 Crore+",47%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=3315&id2=6376,Navneet Ravi Rana (BJP),"17,55,53,40017 Crore+","12,45,54,65612 Crore+","5,09,98,7445 Crore+",41%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=5060&id2=10154,Rajiv Ranjan Singh Alias Lalan Singh (JD(U)),"13,82,28,63913 Crore+","8,83,24,8668 Crore+","4,99,03,7734 Crore+",57%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=5212&id2=9755,Subrat Pathak (BJP),"10,37,31,65010 Crore+","5,42,87,9915 Crore+","4,94,43,6594 Crore+",91%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=531&id2=4980,Ve Vaithilingam (INC),"15,72,49,69915 Crore+","10,80,15,54810 Crore+","4,92,34,1514 Crore+",46%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=9340&id2=12723,Vijay Kumar Hansdak (JMM),"6,20,11,1686 Crore+","1,29,19,5551 Crore+","4,90,91,6134 Crore+",380%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=2038&id2=9617,Bhagirath Choudhary (BJP),"13,38,11,55513 Crore+","8,51,01,7748 Crore+","4,87,09,7814 Crore+",57%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=1958&id2=5175,Jadhav Prataprao Ganpatrao (Shiv Sena),"16,42,60,44816 Crore+","11,62,72,96611 Crore+","4,79,87,4824 Crore+",41%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=8774&id2=14024,Pankaj Chaudhary (BJP),"41,90,10,50941 Crore+","37,18,27,10937 Crore+","4,71,83,4004 Crore+",13%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=1710&id2=4956,Santosh Kumar (JD(U)),"8,80,37,1338 Crore+","4,10,36,2944 Crore+","4,70,00,8394 Crore+",115%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=4175&id2=12227,Sandhya Ray (BJP),"9,67,72,8619 Crore+","5,11,08,6605 Crore+","4,56,64,2014 Crore+",89%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=2195&id2=9208,Rahul Gandhi (INC),"20,39,61,86220 Crore+","15,88,77,06315 Crore+","4,50,84,7994 Crore+",28%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=1974&id2=4885,Ramdas Chandrabhan Tadas (BJP),"11,00,81,85511 Crore+","6,58,07,8226 Crore+","4,42,74,0334 Crore+",67%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=9541&id2=13063,R. K. Singh (BJP),"12,32,13,77712 Crore+","7,99,71,7207 Crore+","4,32,42,0574 Crore+",54%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=3668&id2=9055,Shripad Yesso Naik (BJP),"10,86,83,53310 Crore+","6,57,95,6236 Crore+","4,28,87,9104 Crore+",65%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=6236&id2=12358,Akhilesh Yadav (SP),"42,02,62,01542 Crore+","37,78,59,16637 Crore+","4,24,02,8494 Crore+",11%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=9628&id2=12748,Pratima Mondal (AITC),"6,89,70,0516 Crore+","2,74,71,6752 Crore+","4,14,98,3764 Crore+",151%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=5327&id2=10019,Dr. Amol Ramsing Kolhe (Nationalist Congress Party – Sharadchandra Pawar),"8,42,07,2518 Crore+","4,33,51,5214 Crore+","4,08,55,7304 Crore+",94%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=2629&id2=7698,Tejasvi Surya (BJP),"4,10,30,4894 Crore+","13,46,59313 Lacs+","3,96,83,8963 Crore+",2947%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=2455&id2=11592,Vishnu Datt Sharma (V.D.Sharma) (BJP),"4,92,62,8584 Crore+","1,05,89,3341 Crore+","3,86,73,5243 Crore+",365%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=9114&id2=12938,Vijay Kumar Dubay (BJP),"6,01,74,7926 Crore+","2,18,60,7802 Crore+","3,83,14,0123 Crore+",175%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=3769&id2=8493,Chavda Vinod Lakhamshi (BJP),"7,09,80,1477 Crore+","3,35,08,4553 Crore+","3,74,71,6923 Crore+",112%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=8523&id2=12882,Chandra Prakash Choudhary (AJSU Party),"4,98,49,1824 Crore+","1,34,56,8891 Crore+","3,63,92,2933 Crore+",270%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=5216&id2=11408,Rekha Verma (BJP),"6,00,81,2806 Crore+","2,47,35,4882 Crore+","3,53,45,7923 Crore+",143%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=260&id2=4926,Gaurav Gogoi (INC),"4,90,61,1204 Crore+","1,37,27,8341 Crore+","3,53,33,2863 Crore+",257%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=8980&id2=13953,Kakoli Ghosh Dastidar (AITC),"7,58,56,8517 Crore+","4,05,31,0184 Crore+","3,53,25,8333 Crore+",87%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=7183&id2=11041,R. K. Singh Patel (BJP),"9,09,65,1269 Crore+","5,57,94,0865 Crore+","3,51,71,0403 Crore+",63%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=43&id2=5391,Sushil Kumar Singh (BJP),"20,21,21,47320 Crore+","16,78,95,10916 Crore+","3,42,26,3643 Crore+",20%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=251&id2=5123,Kiren Rijiju (BJP),"4,94,03,2344 Crore+","1,52,79,0001 Crore+","3,41,24,2343 Crore+",223%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=2178&id2=4958,Shobha Karandlaje (BJP),"13,88,66,90913 Crore+","10,48,72,66810 Crore+","3,39,94,2413 Crore+",32%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=7163&id2=11479,Kaushal Kishore (BJP),"8,90,21,0998 Crore+","5,55,30,5615 Crore+","3,34,90,5383 Crore+",60%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=3596&id2=7686,Mitesh Patel (Bakabhai) (BJP),"11,04,48,82411 Crore+","7,70,43,0537 Crore+","3,34,05,7713 Crore+",43%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=5071&id2=5802,Saptagiri Sankar Ulaka (INC),"7,09,56,6597 Crore+","3,75,87,5603 Crore+","3,33,69,0993 Crore+",89%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=2279&id2=9167,K. Sudhakaran (INC),"6,29,79,9196 Crore+","2,96,99,2062 Crore+","3,32,80,7133 Crore+",112%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=6416&id2=13115,Gajendra Singh Patel (BJP),"9,98,24,9469 Crore+","6,73,03,9906 Crore+","3,25,20,9563 Crore+",48%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=8751&id2=12712,Hans Raj Hans (BJP),"16,33,64,26516 Crore+","13,09,37,73213 Crore+","3,24,26,5333 Crore+",25%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=3930&id2=7248,Gaddigoudar Parvatgouda Chandangouda (BJP),"7,58,55,7507 Crore+","4,39,80,6634 Crore+","3,18,75,0873 Crore+",72%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=2490&id2=5501,Kunwar Danish Ali (INC),"10,65,91,11610 Crore+","7,49,20,8797 Crore+","3,16,70,2373 Crore+",42%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=8496&id2=12513,Dr. Arvind Kumar Sharm (BJP),"7,24,79,7967 Crore+","4,10,79,2844 Crore+","3,14,00,5123 Crore+",76%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=9619&id2=9936,Dr. Rajashree Mallick (BJD),"7,14,23,3297 Crore+","4,00,23,9724 Crore+","3,13,99,3573 Crore+",78%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=9605&id2=10122,Sarmistha Sethi (BJD),"4,67,18,4434 Crore+","1,58,37,0821 Crore+","3,08,81,3613 Crore+",195%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=7285&id2=11368,Annpurna Devi (BJP),"12,82,82,85712 Crore+","9,76,36,9399 Crore+","3,06,45,9183 Crore+",31%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=2094&id2=11596,Janardan Mishra S/O Ramdhar Prasad Mishra (BJP),"5,09,38,8965 Crore+","2,03,59,7502 Crore+","3,05,79,1463 Crore+",150%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=3493&id2=5522,Prof S P Singh Baghel (BJP),"10,43,58,69110 Crore+","7,42,74,0367 Crore+","3,00,84,6553 Crore+",41%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=5232&id2=4645,Kavitha Maloth (BRS),"4,97,72,2594 Crore+","1,97,31,2691 Crore+","3,00,40,9903 Crore+",152%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=3423&id2=7621,Dinesh Chandra Yadav (JD(U)),"6,73,21,5176 Crore+","3,74,20,9533 Crore+","2,99,00,5642 Crore+",80%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=3377&id2=7462,Abu Taher Khan (AITC),"3,84,76,1313 Crore+","89,26,61689 Lacs+","2,95,49,5152 Crore+",331%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=997&id2=5832,Ajay Bhatt (BJP),"4,87,14,9884 Crore+","1,96,99,5291 Crore+","2,90,15,4592 Crore+",147%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=3647&id2=7479,Jyotsna Charandas Mahant (INC),"17,96,26,73317 Crore+","15,06,39,69715 Crore+","2,89,87,0362 Crore+",19%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=7086&id2=9807,Bhamre Subhash Ramrao (BJP),"18,75,91,54818 Crore+","15,86,51,11215 Crore+","2,89,40,4362 Crore+",18%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=8386&id2=13490,Pravin Kumar Nishad (BJP),"3,31,11,6533 Crore+","43,00,61443 Lacs+","2,88,11,0392 Crore+",670%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=8766&id2=13030,Suresh Kumar Kashyap (BJP),"4,44,42,7364 Crore+","1,57,05,7381 Crore+","2,87,36,9982 Crore+",183%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=5101&id2=5048,Suresh Babu Nandigam (YSRCP),"3,23,70,6313 Crore+","41,58,61041 Lacs+","2,82,12,0212 Crore+",678%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=7112&id2=11548,Shantanu Thakur (BJP),"3,34,11,6073 Crore+","52,65,38852 Lacs+","2,81,46,2192 Crore+",535%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=7864&id2=7847,Naba Kumar Sarania (Hira Bhai) (Gana Suraksha Party),"4,00,46,5694 Crore+","1,30,13,9941 Crore+","2,70,32,5752 Crore+",208%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=7&id2=10321,Faggan Singh Kulaste (BJP),"5,35,26,3815 Crore+","2,67,02,3732 Crore+","2,68,24,0082 Crore+",100%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=5376&id2=9694,Swami Sachchidanand Hari Sakshi (BJP),"6,72,26,2816 Crore+","4,08,86,9414 Crore+","2,63,39,3402 Crore+",64%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=3093&id2=8832,Hibi Eden (INC),"3,38,00,6963 Crore+","79,08,46779 Lacs+","2,58,92,2292 Crore+",327%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=5078&id2=9651,Dr Ram Shankar Katheria (BJP),"4,04,77,6554 Crore+","1,51,54,5381 Crore+","2,53,23,1172 Crore+",167%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=3553&id2=12253,Rodmal Nagar (BJP),"6,54,83,2486 Crore+","4,01,98,2954 Crore+","2,52,84,9532 Crore+",63%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=3849&id2=5193,Omprakash Bhupalsinh Alias Pavan Rajenimbalkar (ShivSena (Uddhav Balasaheb Thackeray)),"7,53,25,5497 Crore+","5,02,99,2955 Crore+","2,50,26,2542 Crore+",50%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=3397&id2=10400,Dr. Umesh G Jadhav (BJP),"6,21,66,3326 Crore+","3,74,90,5973 Crore+","2,46,75,7352 Crore+",66%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=9027&id2=14003,Bandyopadhyay Sudip (AITC),"8,48,12,9078 Crore+","6,11,76,3556 Crore+","2,36,36,5522 Crore+",39%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=8101&id2=12393,Bholanath (B.P. Saroj) (BJP),"28,24,43,93728 Crore+","25,90,27,39425 Crore+","2,34,16,5432 Crore+",9%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=7097&id2=9988,Arvind Ganpat Sawant (ShivSena (Uddhav Balasaheb Thackeray)),"5,04,85,1915 Crore+","2,71,81,5772 Crore+","2,33,03,6142 Crore+",86%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=9378&id2=12369,Ramesh Chand Bind (SP),"11,73,35,80711 Crore+","9,40,89,1489 Crore+","2,32,46,6592 Crore+",25%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=2501&id2=5492,Girish Chandra (BSP),"5,13,56,7725 Crore+","2,86,59,6442 Crore+","2,26,97,1282 Crore+",79%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=3766&id2=8010,Chudasama Rajeshbhai Naranbhai (BJP),"3,34,52,8123 Crore+","1,08,66,0411 Crore+","2,25,86,7712 Crore+",208%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=7990&id2=12447,Khan Saumitra (BJP),"3,08,55,7123 Crore+","86,56,77786 Lacs+","2,21,98,9352 Crore+",256%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=7169&id2=11464,Raj Nath Singh (BJP),"7,36,84,6177 Crore+","5,14,92,7095 Crore+","2,21,91,9082 Crore+",43%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=7189&id2=11421,Lallu Singh (BJP),"5,40,14,5795 Crore+","3,18,84,6423 Crore+","2,21,29,9372 Crore+",69%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=8809&id2=12963,Dr. Mahendra Nath Pandey (BJP),"5,54,88,9325 Crore+","3,33,59,7343 Crore+","2,21,29,1982 Crore+",66%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=2574&id2=9614,P. P. Chaudhary (BJP),"40,71,76,66140 Crore+","38,51,11,92338 Crore+","2,20,64,7382 Crore+",6%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=3772&id2=7697,Devusinh Chauhan (BJP),"3,49,76,5723 Crore+","1,30,23,2021 Crore+","2,19,53,3702 Crore+",169%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=8748&id2=13155,Amar Singh (INC),"5,42,80,6125 Crore+","3,28,08,8363 Crore+","2,14,71,7762 Crore+",65%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=3748&id2=8000,Jaswantsinh Sumanbhai Bhabhor (BJP),"4,83,54,8614 Crore+","2,70,70,4802 Crore+","2,12,84,3812 Crore+",79%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=2025&id2=9569,Chandra Prakash Joshi (BJP),"4,09,73,3044 Crore+","1,97,25,1151 Crore+","2,12,48,1892 Crore+",108%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=3607&id2=14373,Dimple Yadav (SP),"42,02,62,01542 Crore+","39,91,50,41639 Crore+","2,11,11,5992 Crore+",5%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=3603&id2=8012,Dabhi Bharatsinhji Shankarji (BJP),"6,84,30,0496 Crore+","4,73,73,2214 Crore+","2,10,56,8282 Crore+",44%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=5075&id2=11503,Rajesh Verma (BJP),"9,40,39,1159 Crore+","7,31,29,7167 Crore+","2,09,09,3992 Crore+",29%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=7982&id2=12438,Subhas Sarkar (BJP),"4,05,63,0654 Crore+","1,97,99,4401 Crore+","2,07,63,6252 Crore+",105%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=7244&id2=9825,Hemant Tukaram Godse (Shiv Sena),"16,73,04,78816 Crore+","14,68,69,99614 Crore+","2,04,34,7922 Crore+",14%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=318&id2=4931,Ashok Mahadeorao Nete (BJP),"7,05,53,8737 Crore+","5,01,36,3695 Crore+","2,04,17,5042 Crore+",41%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=5069&id2=14304,Gyaneshwar Patil (BJP),"7,22,37,0997 Crore+","5,18,31,3695 Crore+","2,04,05,7302 Crore+",39%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=8398&id2=12380,Shyam Singh Yadav (BSP),"16,09,93,07416 Crore+","14,07,17,62014 Crore+","2,02,75,4542 Crore+",14%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=2753&id2=5370,Dilip Saikia (BJP),"2,64,42,9312 Crore+","62,06,28662 Lacs+","2,02,36,6452 Crore+",326%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=1712&id2=4879,Jugal Kishore (BJP),"7,63,78,9427 Crore+","5,64,81,8015 Crore+","1,98,97,1411 Crore+",35%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=333&id2=4917,Kuldeep Rai Sharma (INC),"15,20,41,36915 Crore+","13,22,33,01213 Crore+","1,98,08,3571 Crore+",15%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=5055&id2=9774,Gopal Jee Thakur (BJP),"3,90,78,8303 Crore+","1,93,01,8081 Crore+","1,97,77,0221 Crore+",102%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=1167&id2=5292,Raja A (DMK),"6,93,62,1706 Crore+","4,95,91,0244 Crore+","1,97,71,1461 Crore+",40%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=3155&id2=9176,K Muraleedharan (INC),"13,40,95,49113 Crore+","11,43,79,34011 Crore+","1,97,16,1511 Crore+",17%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=724&id2=5578,Topon Kumar Gogoi (BJP),"3,22,98,1393 Crore+","1,25,97,4611 Crore+","1,97,00,6781 Crore+",156%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=8734&id2=13124,Gurjeet Singh Aujla (INC),"5,35,08,5915 Crore+","3,40,11,7393 Crore+","1,94,96,8521 Crore+",57%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=7120&id2=11550,Arjun Singh (BJP),"2,74,76,9862 Crore+","80,55,69180 Lacs+","1,94,21,2951 Crore+",241%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=4223&id2=7144,Rajkumar Chahar (BJP),"3,41,76,6123 Crore+","1,48,54,2471 Crore+","1,93,22,3651 Crore+",130%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=2013&id2=9585,Dushyant Singh (BJP),"38,93,08,54038 Crore+","37,04,32,37337 Crore+","1,88,76,1671 Crore+",5%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=1568&id2=5325,Venkatesan S (CPI(M)),"2,05,36,6392 Crore+","18,11,45618 Lacs+","1,87,25,1831 Crore+",1034%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=5214&id2=9660,Mukesh Rajput (BJP),"9,36,80,8409 Crore+","7,49,64,5017 Crore+","1,87,16,3391 Crore+",25%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=3455&id2=8508,Mansukhbhai Dhanjibhai Vasava (BJP),"2,54,99,8082 Crore+","68,35,95768 Lacs+","1,86,63,8511 Crore+",273%,05/06/2024 23:24:59
